Published_date,Bid_closing_date,Tender_opening_date,Title,Organisation,Value
31-Mar-2023 04:00 PM,26-Sep-2023 02:00 PM,27-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of Phase Contrast Microscope with camera and Monitor IVF Grade for MCH-AIIMS, New Delhi] [HITES/PCD/MCH-AIIMS/25/22-23][2023_HLL_150645_3]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 04:00 PM,26-Sep-2023 02:00 PM,27-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of Advanced Electrosurgical Unit With Vessel Fusion for MCH-AIIMS, New Delhi] [HITES/PCD/MCH-AIIMS/25/22-23][2023_HLL_150645_2]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
31-Mar-2023 02:40 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply,Installation of Full body pregnancy simulator] [HITES/PCD/AIIMS-IV/65/Mix/ 22-23][2023_HLL_150702_1]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
30-Mar-2023 09:00 AM,25-Sep-2023 02:00 PM,26-Sep-2023 02:30 PM,"[Establishment of Core Pathology Lab at NCI-AIIMS, Jhajjar] [HITES/PCD/NCI-AIIMS/54/22-23][2023_HLL_150524_1]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
21-Mar-2023 01:30 PM,13-Sep-2023 02:00 PM,14-Sep-2023 02:30 PM,"[Supply, Installation, etc. of 3-Tesla Magnetic Resonance Imaging MRI System] [HITES/PCD/MCH-AIIMS/19/22-23][2023_HLL_149654_1]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
16-Mar-2023 05:30 PM,30-Oct-2023 11:00 AM,31-Oct-2023 11:30 AM,[IE for 6 laning of Surat Nashik Ahmednagar Solapur MH/KNT Border Greenfield stretch(a) PKGIV from 107.000 (Ambegaon)to 146.000(Chehedi Khurdh) and (b)PKGV from 146.000(Chehedi Khurdh) to190.560 (Khandalwadi) in Maharashtra on HAM under BMP] [NHAI/Tech/MH/IE/S N A S (Pkg -IV and V)/2023][2023_NHAI_149130_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,0.00
15-Mar-2023 10:00 AM,13-Sep-2023 11:00 AM,14-Sep-2023 12:30 PM,[Construction of VUP at Sonho (Junction Point of SH 73 and NH 722) on 2-laning with Paved shoulder of Chhapra - Rewaghat -Muzaffarpur section of NH 102 (New NH -722) in the State of Bihar on EPC Mode. ] [NIT No- 178/RO-PATNA/NHAI/2022-23][2023_NHAI_148840_1],National Highways Authority of India||RO-Patna - NHAI,"56,80,00,000"
14-Mar-2023 04:00 PM,13-Sep-2023 11:00 AM,14-Sep-2023 12:00 PM,[Removal of at-grade junction near Repura at Garkha Bypass on 2-laning with Paved shoulder of Chhapra - Rewaghat -Muzaffarpur section of NH 102 (New NH -722) in the State of Bihar on EPC Mode] [NIT No- 177/RO-PATNA/NHAI/2022-23][2023_NHAI_148768_1],National Highways Authority of India||RO-Patna - NHAI,"51,49,00,000"
14-Mar-2023 03:30 PM,13-Sep-2023 11:00 AM,14-Sep-2023 11:30 AM,[Removal of at-grade junction near Akhtiyarpur at Garkha Bypass on 2-laning with Paved shoulder of Chhapra -Rewaghat -Muzaffarpur section of NH 102 (New NH -722) in the State of Bihar on EPC mode. ] [NIT No- 176/RO-PATNA/NHAI/2022-23][2023_NHAI_148761_1],National Highways Authority of India||RO-Patna - NHAI,"69,12,00,000"
02-Mar-2023 04:50 PM,13-Sep-2023 11:00 AM,14-Sep-2023 11:30 AM,[Independent Engineer Services for Construction of new Six-lane Capital Region Ring Road from Rameswar (NH-16) to Gobindpur (NH-55) package-II from Design CH.40.700 to 70.995 (village Bilipada to Gobindpur) in the State of Odisha under BMP on HAM] [NHAI/OD/RG/IE/ PKG-II/efile-190477][2023_NHAI_147599_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,0.00
02-Mar-2023 04:35 PM,13-Sep-2023 11:00 AM,14-Sep-2023 11:30 AM,[Independent Engineer Services for Construction of new Six-lane Capital Region Ring Road from Rameswar (NH-16) to Gobindpur (NH-55) from Design chainage Km.0.000 to Km.40.700 in the State of Odisha under BMP on HAM (Package-I)] [NHAI/OD/RG/IE/ PKG-I/efile-190164][2023_NHAI_147593_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,0.00
27-Feb-2023 06:55 PM,14-Sep-2023 03:00 PM,15-Sep-2023 11:30 AM,[Rehabilitation and strengthening of Distressed MJB 649/1 on NH-67 near kadirinayudupalli village at Km 648.030 to Km 648.190 in the State of Andhra Pradesh] [NHAI/RO-VJA/Nellore/2023][2023_NHAI_147160_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,"4,00,05,000"
25-Feb-2023 09:00 AM,14-Sep-2023 11:00 AM,15-Sep-2023 11:30 AM,[Construction of 4 Lane Flyover from MES College Junction to Bogmalo Junction on NH566 from km 7.106 to km 10.460 and 4 Lane VUP at Queeny Nagar Junction from km 3.330 to km 4.550 on EPC Mode in the State of Goa.] [NHAI/PC/2023(MES College Queeny Nagar)][2023_NHAI_146949_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,"3,67,65,00,000"
24-Feb-2023 02:00 PM,12-Sep-2023 11:00 AM,13-Sep-2023 11:30 AM,[Construction of Slope Protection Work at Various Locations on the Hillside between Km 67.000 to Km 106.139 of the Parwanoo Solan section of NH 22 (now NH 5) on EPC mode in Himachal Pradesh] [NHAI Parwanoo Solan/ Slope Protection work/EPC/HP][2023_NHAI_146839_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,"1,21,75,00,000"
18-Feb-2023 12:15 PM,13-Sep-2023 11:00 AM,14-Sep-2023 01:30 PM,[Removal of at-grade junction at Maker Bypass fork cross point towards Maker Bazaar on 2-laning with Paved shoulder of Chhapra Rewaghat Muzaffarpur section of NH 102 (New NH-722) in the State of Bihar.] [172/NHAI/RO-PATNA/2022-23][2023_NHAI_146099_1],National Highways Authority of India||RO-Patna - NHAI,"35,89,00,000"
17-Feb-2023 03:40 PM,13-Sep-2023 11:00 AM,14-Sep-2023 01:00 PM,[Removal of at-grade junction in Dighwara at Bheldi Amnaur State highway crossing at Bheldi on 2-laning with Paved shoulder of Chhapra Rewaghat Muzaffarpur section of NH 102 (New NH -722) in the State of Bihar on EPC Mode.] [171/NHAI/RO-PATNA/2022-23][2023_NHAI_145960_1],National Highways Authority of India||RO-Patna - NHAI,"28,21,00,000"
17-Feb-2023 11:45 AM,19-Sep-2023 11:00 AM,20-Sep-2023 11:30 AM,[CS for Independent Engine for Construction of STRR (West side) (I) Kunagal-Thattekere from km 79.0000-km112.600 with length of 33.6KM Pkg-1.(II)Bagganadoddi S.Mudugadapalli from km120.980-23.44KM in the state of Karnataka-TN on HAM under BMP Pkg-3] [NHAI/KNT/STRR/Phase-II/ Pkg-1-3/IE/2023/191113][2023_NHAI_145897_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,0.00
14-Feb-2023 11:55 AM,26-Sep-2023 03:00 PM,27-Sep-2023 03:00 PM,"[Construction of elevated viaduct and 07 Nos. elevated stations including Civil, Architectural Finishes, Water Supply, External Development, Fire Fighting, Fire Detection, E and M works and PEB structures of Corridor-2 of Agra Metro at Agra, UP India.] [AGCC-06 (EIB Funded)][2023_UPMRC_145262_1]",Uttar Pradesh Metro Rail Corporation Limited||Contract Cell - UPMRCL,"6,96,53,00,000"
09-Feb-2023 06:45 PM,19-Sep-2023 12:00 PM,20-Sep-2023 12:00 PM,[Construction of Enchakkal Flyover at Ch.12.100 and Major Bridge at Ch.16.790 as part of four laning of existing Thiruvanathapuram Bypass from kazhakkoottam (Thiruvananthapuram) to Mukkola Junction of NH-47 from Km 0.000 to km 26.500 in the state of K] [11202/RO-Kerala/Tender -Contractor/0279][2023_NHAI_144891_1],National Highways Authority of India||RO-Thiruvananthapuram - NHAI,"54,14,44,360"
03-Feb-2023 06:55 PM,26-Sep-2023 11:00 AM,27-Sep-2023 11:30 AM,[Construction of STRR (West side) NH948A Bagganadoddi (Anekal Taluk) to S. Mudugadapalli (Hosur Taluk) from km 120.980 to km 144.420/144.170 (Design) Pkg3 in Karnataka-Tamil Nadu on HAM under Bharatmala Pariyojana (Pkg-3)] [NHAI/KNT/STRR/2022/ Ph-II/Pkg-3/182998][2023_NHAI_144064_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,"5,24,48,00,000"
03-Feb-2023 06:30 PM,26-Sep-2023 11:00 AM,27-Sep-2023 11:30 AM,[Construction of STRR (West side) NH948A Kunagal (Ramanagara Taluk) to Thattekere (Kanakapura Taluk) from km 79.000 to km 112.600 (Design) with length of 33.6KM in the state of Karnataka on HAM under Bharatmala Pariyojana (Pkg-1)] [NHAI/KNT/STRR/ Ph-II/Pkg-I/2022/182995][2023_NHAI_144056_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,"10,33,38,00,000"
03-Feb-2023 05:30 PM,28-Sep-2023 12:00 PM,29-Sep-2023 12:00 PM,[Construction of 110 m length of RHS Service/slip road from Km. 248.820 to Km. 248.930 with Toe Wall/Retaining Wall on Service Road edge on Palakkad approach (RHS side) to the LVUP at Km. 249.220 of NH-544 in the state of Kerala on EPC Mode-2nd Call] [11202/RO-Kerala/Tender -Contractor/0201][2023_NHAI_144023_1],National Highways Authority of India||RO-Thiruvananthapuram - NHAI,"4,01,60,681"
03-Feb-2023 04:35 PM,13-Sep-2023 11:00 AM,14-Sep-2023 12:00 PM,[Balance works of Four laning from Waranga (km. 253.700) to Mahagaon (km.320.580) Section of NH-361 in the state of Maharashtra under Bharatmala Pariyojna on EPC mode] [NHAI/RO-NAG/TENDERS/2022-23/35][2023_NHAI_144016_1],National Highways Authority of India||RO-Nagpur - NHAI,NA
02-Feb-2023 06:00 PM,14-Sep-2023 11:00 AM,15-Sep-2023 11:30 AM,[Construction of 4Lane road section of NH-30 from km 82.650-83.880 km84.635-98.750 km103.660-km107.260 km111.390-115.425 km124.345-130.445 km133.155-161.450 of Link road from km 161-450-641.350 of Raebareli-Prayagraj section in UP on EPC mode] [NHAI/UP(E)/PIU-RB/R-P(62.971)/ 2023/E-tender][2023_NHAI_143873_1],National Highways Authority of India||Head Office - NHAI,"10,60,17,00,000"
23-Jan-2023 05:00 PM,13-Sep-2023 11:00 AM,14-Sep-2023 11:30 AM,[Development of 6lane GF Ring Road(PckgIII) starts from 51.200 to 68.650(Length 17.450kms) around Kanpur City and Construction of 4lane Airport link road(Length 1.45 km) at 62.090 of Kanpur ring road in UP on EPC mode] [NHAI/UP(W)/ KRR/PKG-III/ EPC/2023][2023_NHAI_142633_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,"8,44,23,00,000"
19-Jan-2023 04:55 PM,26-Sep-2023 11:00 AM,27-Sep-2023 11:30 AM,"[RFP for Four laning of Left over work in between Km 0.000 to Km 0.133, Km 1.390 to Km.13.829, Km.17.100 to Km.26.077 and Km.27.490 to Km.71.651 Haridwar to Nagina section of NH-74 in the state of Uttarakhand and Uttar Pradesh on EPC mode - 2nd Call] [NHAI/Tech/UKD/BW/HN/2023][2023_NHAI_142253_1]",National Highways Authority of India||RO-Dehradun - NHAI,"3,84,85,00,000"
13-Jan-2023 06:00 PM,13-Sep-2023 11:00 AM,14-Sep-2023 11:30 AM,[Cons of 6-lane Greenfield Varanasi Ranchi-Kolkata Highway from junction with NH-119 in Malpura village to Lerua village from km 105.300 to km 116.000 and including 4-lane spur to NH-19 NH-119 (Spur length 6.6 Km) under BMP in Bihar on HAM] [NHAI/BM/ Varanasi-Kolkata/2022/Pkg 5][2023_NHAI_141681_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,"14,71,45,00,000"
30-Dec-2022 09:00 AM,21-Sep-2023 11:00 AM,22-Sep-2023 11:30 AM,[Construction of 6lane flyover (Size40 Nos. of 25m Span x 6m Height) including RE Wall approaches with Flexible Pavement in the Elephant Corridor of Angul Sambalpur sec of NH42(New NH-55)at Km.202.533 on EPC Mode in Odisha ] [NHAI/NHDPIV/04 /OR/EPC/Flyover/ 2020/efile15619 ][2022_NHAI_139953_1],National Highways Authority of India||Head Office - NHAI,"1,19,49,00,000"
30-Dec-2022 09:00 AM,21-Sep-2023 11:00 AM,22-Sep-2023 11:30 AM,[Construction of new 6 lane Capital Region Ring Road from Rameswar(NH-16) to Gobindpur (NH-55) package-I from Km. 0.000 to Km. 40.700 in the State of Odisha under Bharatmala Pariyojna on Hybrid Annuity Mode.] [NHAI/OD/CRRR /RG/2021/ efile 99212][2022_NHAI_139950_1],National Highways Authority of India||Head Office - NHAI,"13,78,95,00,000"
29-Dec-2022 06:55 PM,14-Sep-2023 11:00 AM,15-Sep-2023 11:30 AM,[Construction of new 4lane Sambalpur Ring Road from Km. 0.000 to Km. 35.384 under Bharatmala Pariyojna on Hybrid Annuity Mode in the state of Odisha.] [NHAI/OD/Sambalpur Ring Road/2022/ efile 184286][2022_NHAI_139947_1],National Highways Authority of India||Head Office - NHAI,"9,47,31,00,000"
29-Dec-2022 06:55 PM,21-Sep-2023 11:00 AM,22-Sep-2023 11:30 AM,[Const of new 6lane Capital Region Ring Road from Rameswar (NH16)to Gobindpur (NH55) packageII from Design CH.40.700 to 70.995 (village Bilipada to Gobindpur) in Odisha under Bharatmala Pariyojna on Hybrid Annuity Mode.] [NHAI/OD/CRRR /RG/2021/efile 99212][2022_NHAI_139937_1],National Highways Authority of India||Head Office - NHAI,"13,73,97,00,000"
26-Dec-2022 04:00 PM,11-Oct-2023 11:00 AM,12-Oct-2023 11:30 AM,[CS for IE of four-lane greenfield highway from Edamon (Design km 20.730/Existing km 38.000 of NH744) to Kadampattukonam near Paripally (Design km 59.347/ Existing km 517.567 of NH-66) in Kerala in HAM mode under BMP] [NHAI/12017/KL/Edamon -Kadam/2022-Proc][2022_NHAI_139486_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,0.00
23-Dec-2022 06:05 PM,20-Sep-2023 11:00 AM,21-Sep-2023 11:30 AM,[Six laning of Surat Nashik Ahmednagar Solapur MH-KNT Border Greenfield stretch Package-IV from km 107.000 (Ambegaon) to km 146.000 (Chehedi Khurdh) in the State of Maharashtra to be executed on Hybrid Annuity Mode under BMP] [NHAI/Tech/MH/S-N-A-S (Pkg-IV)/2022][2022_NHAI_139380_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,"16,71,43,00,000"
23-Dec-2022 06:05 PM,20-Sep-2023 11:00 AM,21-Sep-2023 11:30 AM,[Six laning of Surat Nashik Ahmednagar Solapur MH-KNT Border Greenfield stretch Package-V from Km.146.000 (Chehedi Khurdh) to Km.190.560 (Khandalwadi) in the state of Maharashtra to be executed on Hybrid Annuity Mode under BMP] [NHAI/Tech/MH/S-N-A-S (Pkg-V)/2022][2022_NHAI_139384_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,"17,28,61,00,000"
23-Dec-2022 04:30 PM,20-Sep-2023 11:00 AM,21-Sep-2023 11:30 AM,"[Construction of 4/6 lane Southern Ayodhya Bypass from km. 5.000 to km. 37.172 (starting near km. 112.540, ending at km. 153.281 of NH27) of total length of 32.172 km. on HAM basis under NHDP Ph-VII in the state of Uttar Pradesh] [NHAI/UP(E)/ PIU-RB/SAB/Etender][2022_NHAI_139344_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI,"18,45,88,00,000"
23-Dec-2022 04:00 PM,20-Sep-2023 11:00 AM,21-Sep-2023 11:30 AM,[Construction of 4/6 Lane Northern Ayodhya Bypass tot length 35.40 kms Part1 north of NH27 from 0.000 to 30.400 (Starting near 112.540 ending at 139.928 of NH27) and Part2 south of NH27 from 0.000 to 5.000 on HAM under NHDP Ph7 in Uttar Pradesh] [NHAI/UP(E)/ PIU-RB/NAB/Etender][2022_NHAI_139329_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,"17,24,43,00,000"
21-Dec-2022 09:00 AM,11-Oct-2023 11:00 AM,12-Oct-2023 11:30 AM,[CS for IE for 4/6 laning of Marutharoad to Edathanattukara section of NH966 from Km. 0.000 to Km.61.440 (Design Length 61.279 Km) (Civil Package 1 n 2) in Kerala in HAM mode under Bharatmala Pariyojana.] [NHAI/13011/KL/IE/ MarutharoadEdathanattukara Pkg1n][2022_NHAI_138881_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,0.00
20-Dec-2022 12:20 PM,21-Sep-2023 11:00 AM,22-Sep-2023 11:30 AM,[Cons. of 8 nos of Elephant Underpasses1 no. of Vehicular Underpass1 nos. of Light Vehicular Underpass1 nos. of Pedestrian Underpass1 nos of FOB and A2 side approach of Jharpokharia Flyover at km.215.270 in Baharagora- Singhara of NH49 in Odisha.] [NHAI/OD/8-EUP/ BS/2022/efile-168453][2022_NHAI_138816_1],National Highways Authority of India||Head Office - NHAI,"2,54,98,00,000"
19-Dec-2022 06:00 PM,11-Oct-2023 11:00 AM,12-Oct-2023 11:30 AM,[4-6 laning of Marutharoad to Karimba section of NH-966 from km. 0.000 to km. 30.720 (Design Length 30.559) in the State of Kerala on Hybrid Annuity Mode under BMP.] [HAI/11011/KL/ Marutharoad Karimba/2022][2022_NHAI_138752_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,"12,65,72,00,000"
13-Dec-2022 06:55 PM,26-Sep-2023 11:00 AM,27-Sep-2023 11:30 AM,[Balance Works of Four laning of Nerchowk- Pandoh section of NH-21 from Km 190.000 to Km 211.035 (Design Chainage) in the State of Himachal Pradesh under residual NHDP on EPC Mode] [NHAI/HP/Balance WorksofNerChowk Pandoh/ 2022/][2022_NHAI_138129_1],National Highways Authority of India||Head Office - NHAI,"4,04,92,00,000"
12-Dec-2022 04:30 PM,11-Oct-2023 11:00 AM,12-Oct-2023 11:30 AM,[Construction of 4-lane greenfield highway from Edamon (Design km 20.730/Existing km 38.000 of NH-744) to Kadampattukonam near Paripally (Design km 59.347/Existing km 517.567 of NH-66) in Kerala in HAM mode under Bharatmala Pariyojana] [NHAI/12017/KL/ Edamon-Kadam/2022-Proc][2022_NHAI_137950_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,"11,92,28,00,000"
02-Dec-2022 06:55 PM,14-Sep-2023 11:00 AM,15-Sep-2023 11:30 AM,[Construction of 4 Lane Bypass to NH114A Connecting NH333 and NH133(Deoghar Bypass) frm design km 0.000 to design Km 49.000(Total Length 49.000 km)in the state of Jharkhand on HAM] [NHAI/11012/JH/ Deoghar-Bypass/2022-23][2022_NHAI_137158_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,"10,47,69,00,000"
29-Nov-2022 06:30 PM,14-Sep-2023 11:00 AM,15-Sep-2023 11:30 AM,[Construction of 4laning of Marakkanam(Design Km62.000) to Puducherry(Design Km108.042) of Mamallapuram Puducherry section of NH332A in Tamil Nadu on HAM.] [NHAI/TN/ HAM/NH-332A/P-3/ Marak-Mort/Procurement][2022_NHAI_136832_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,"12,86,91,00,000"
25-Nov-2022 06:55 PM,14-Sep-2023 11:00 AM,15-Sep-2023 11:30 AM,[Four laning of Rajapalayam to Senkottai Section of NH744 from Km.107.000 to Km. 139.900 (Design Chainage) under Bharatmala Pariyojana on HAM Mode in the State of Tamil Nadu. (Package 2).] [NHAI/TN/HAM/NH-744/ Raj-Shen/Procurement/P2][2022_NHAI_136574_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,"13,19,61,00,000"
25-Nov-2022 06:55 PM,14-Sep-2023 11:00 AM,15-Sep-2023 11:30 AM,[Four laning of Rajapalayam to Senkottai Section of NH744 from Km.71.600 to Km 107.000 (Design Chainage) under Bharatmala Pariyojana on HAM Mode in the State of Tamil Nadu (package 1).] [NHAI/TN/HAM/NH-744/ Raj-Shen/Procurement/P1][2022_NHAI_136567_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,"10,90,36,00,000"
25-Nov-2022 06:00 PM,14-Sep-2023 11:00 AM,15-Sep-2023 11:30 AM,[4 Laning of Ariyanendal to Perungulam Sec of NH49 (New NH87)frm Design Ch.80.360 (Existing km 80.360)to Design Ch.127.025 (Existing km 127.289)(Design length 46.665km) on HAM Mode in the State of Tamil Nadu] [NHAI/TN/HAM/ NH-49/Ariya-peru/ Procurement][2022_NHAI_136550_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,"11,02,48,00,000"
01-Nov-2022 05:30 PM,11-Oct-2023 11:00 AM,12-Oct-2023 11:30 AM,[RFP for 4/6 laning of Karimba to Edathanattukara section of NH 966 from km.30.720 to km.61.440 in the State of Kerala in HAM mode under Bharatmala Pariyojana. ] [NHAI/11012/KL/Karimba -Edathanattukara/2022][2022_NHAI_134014_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,"11,93,81,00,000"
01-Nov-2022 11:00 AM,12-Sep-2023 11:00 AM,13-Sep-2023 11:30 AM,[Construction of 4laning with paved shoulder of Bellary Bypass SecI 4laning of Bellary Bypass from junc with NH67 Design Ch0.454 km to Design Ch10.000kms junc of NH150A Siruguppa-Bellary Road and NH150A Bellary Bypass from Ch253.600Km to Ch255.150Km] [NHAI/KNT/ Mainwork/ Bellary Bypass/ HAM/2022][2022_NHAI_133930_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,"9,91,16,00,000"
01-Nov-2022 11:00 AM,14-Sep-2023 11:00 AM,15-Sep-2023 11:30 AM,[Construction of 4 Lane with Paved Shoulders from AP-KN Border(Design Ch0.000) to KN-TS Border(DesignCh54.566) in AP-KN Border Raichur-KN-TS Border Sec of NH167 in Karnataka on HAM.] [NHAI/KNT/AP-KN Border/KN-TS Border/Mainwork/ 2022/][2022_NHAI_133929_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,"16,33,43,00,000"
27-Oct-2022 03:00 PM,21-Sep-2023 03:00 PM,26-Sep-2023 03:00 PM,[Expression of Interest for NITROGUANIDINE (PICRITE) Plant] [OFN/EO/PM/2022-23/EOI(CPPP)/ PICRITE/01][2022_MIL_133468_1],Munitions India Limited||Ordnance Factory Nalanda Rajgir Bihar,NA
21-Oct-2022 06:00 PM,18-Oct-2023 03:00 PM,19-Oct-2023 03:30 PM,[IE services for Upgradation of Existing 2Lane Carriageway to 4Lane Divided Carriageway from Ch.208.900 in Nasarpore Village in Umarpada Taluka to Ch.241.700 in Bedkuva Dur Village in Vyara Taluka Section of NH-56 in Gujarat on HAM(PKG-VI)] [NHAI/Gujarat/IE/Pkg-VI/2022][2022_NHAI_133088_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,0.00
21-Oct-2022 06:00 PM,09-Oct-2023 03:00 PM,10-Oct-2023 03:30 PM,[Independent Engineer services for Construction of Six lane access controlled Expressway from Km 127.000 to Km 173.500 (Udalpur to Giyod of Tharad Ahmedabad Expressway-Design length 46.5 kms) under Bharatmala Pariyojana in Gujarat (Package IV) on HAM] [NHAI/Gujarat/ Udalpur to Giyod /IE/Pkg-IV/2022][2022_NHAI_133119_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,0.00
21-Oct-2022 06:00 PM,09-Oct-2023 03:00 PM,10-Oct-2023 03:30 PM,[IE services for Construction of 6lane access controlled Expressway from Km 83.500 to Km 127.000 (Diodarda to Udalpur of Tharad Ahmedabad Expressway-Design length 43.5 kms) under Bharatmala Pariyojana in Gujarat (Package III) on HAM] [NHAI/Gujarat/ Diodarda to Udalpur/IE/Pkg-III/2022][2022_NHAI_133115_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,0.00
21-Oct-2022 06:00 PM,09-Oct-2023 03:00 PM,10-Oct-2023 03:30 PM,[IE for Construction of 6 lane access controlled Expressway from Km 0.000 to Km 43.500 (Tharad to Khimana of Tharad Ahmedabad Expressway- Design length 43.5 km) under BMP in the State of Gujarat (Package I) on HAM] [NHAI/Gujarat/ Tharad to Khimana /IE/Pkg-I/2022 ][2022_NHAI_133114_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,0.00
21-Oct-2022 06:00 PM,09-Oct-2023 03:00 PM,10-Oct-2023 03:30 PM,[Independent Engineer services for Construction of Six lane access controlled Expressway from Km 173.500 to Km 213.803 (Giyod to Bhuval of Tharad Ahmedabad Expressway-Design length 40.303 kms) under Bharatmala Pariyojana in Gujarat (Package-V) on HAM] [NHAI/Gujarat/ Giyod to Bhuval /IE/Pkg-V/2022][2022_NHAI_133128_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,0.00
21-Oct-2022 06:00 PM,09-Oct-2023 03:00 PM,10-Oct-2023 03:30 PM,[IE for Construction of Six lane access controlled Expressway from Km 43.500 to Km 83.500 (Khimana to Diodarda of Tharad Ahmedabad Expressway- Design length 40 kms) under BMP in Gujarat (PKGII) on HAM.] [NHAI/Gujarat/ Tharad to Khimana /IE/Pkg-I/2022 ][2022_NHAI_133120_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,0.00
21-Oct-2022 06:00 PM,18-Oct-2023 03:00 PM,19-Oct-2023 03:30 PM,[IE services for Upgradation of Existing Two Lane Carriageway to Four Lane Divided Carriageway from Ch.241.700 in Bedkuva Dur Village in Vyara Taluka to Ch.290.050 in Pathakwadi Village in Dolvan Taluka Section of NH-56 in Gujarat on HAM (PKG-VII)] [NHAI/Gujarat/IE/Pkg-VII/2022][2022_NHAI_133096_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,0.00
21-Oct-2022 06:00 PM,18-Oct-2023 03:00 PM,19-Oct-2023 03:30 PM,[IE services for Upgradation of Existing 2Lane Carriageway to 4Lane Divided Carriageway from Ch.208.900 in Nasarpore Village in Umarpada Taluka to Ch.241.700 in Bedkuva Dur Village in Vyara Taluka Section of NH-56 in Gujarat on HAM(PKG-VI)] [NHAI/Gujarat/IE/Pkg-VI/2022][2022_NHAI_133088_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,0.00
